id,name,definition,synonyms
HP:6001004,Elevated urine hydroxyphenyllactic acid level,"The amount of hydroxyphenyllactic acid in the urine, normalized for urine concentration, is above the upper limit of normal.",[]
HP:6001005,Positive gastric CMV intranuclear inclusions,Demonstration of the presence of cytomegalovirus in the stomach by means of a method such as in-situ hybridization.,[]
HP:6001006,Elevated urine dihydroxycholestanoic acid level,"The amount of dihydroxycholestanoic acid in the urine, normalized for urine concentration, is above the upper limit of normal.",['Elevated urine DHCA level']
HP:6001007,Elevated urinary bile alcohol level,"The amount of bile alcohol in the urine, normalized for urine concentration, is above the upper limit of normal.",[]
HP:6001008,Elevated urine glucose tetrasaccharide level,"The amount of glucose tetrasaccharide in the urine, normalized for urine concentration, is above the upper limit of normal.",[]
HP:6001009,Increased urine 4-hydroxy-2-oxoglutarate level,"The amount of 4-hydroxy-2-oxoglutarate in the urine, normalized for urine concentration, is above the upper limit of normal.",[]
HP:6001010,Inability to protrude lips,Lack of ability to purse or pucker the lips.,[]
HP:6001011,Wet voice,Wet voice is a perceptual vocal quality that is gurgly or liquid sounding and is due to the voice being produced through moisture. It is commonly used as an indicator of penetration and/or aspiration in clinical swallowing assessments and bedside screening tests.,[]
HP:6001012,Erythema marginatum,"An erythematous (pink-red, depending on the skin color of the affected individual) macule that spreads peripherally and coalesces to form polycyclic or serpentine patches or plaques. Lesions occur in crops over days to weeks and are evanescent. The rate of migration is 2 to 12 mm over a period of a few hours. Erythema marginatum tends to affect the trunk more than the extremities and to not be accompanied by pruritus.",[]
HP:6001013,Mechanic's hands,"Mechanic's hands are fissured, erythematous, hyperkeratotic eruptions on the hands, resembling the type of occupational dermatosis said to resemble the hands of a manual laborer. The lesions are classically on the lateral edges of the fingers and thumbs, largely sparing the palmar, and dorsal aspects of the digits.",[]
HP:6001014,Hiker's feet,"Hyperkeratotic scaly fissured plaques on the fingers/palms or soles, generally more evident on the lateral aspect of index fingers.",[]
HP:6001015,Anti-HLA-DQ antibody positivity,The presence of autoantibodies (immunoglobulins) in the blood circulation that react against a human leukocyte antigen (HLA-DQ). DQ is one of several antigens involved in antibody-mediated rejection of organ transplants.,[]
HP:6001016,Inappropriate normal or low erythropoietin,"Erythropoietin is produced and released into the blood by the kidneys in response to hypoxemia, and would normally be expected to increase with decreasing hemoglobin levels. This term applies if the increase fails to occur, as may be seen in conditions including chronic kidney disease.",[]
HP:6001017,Rapid gastric emptying,A condition in which food moves through the stomach into the small intestine at an abnormally fast rate.,['Dumping syndrome']
HP:6001018,Mediastinal lymph node calcification,Abnormal deposition of calcium in mediastinal lymph nodes.,['Calcified mediastinal lymph nodes']
HP:6001019,Eggshell calcification of lymph nodes,Eggshell calcification refers to fine calcification seen at the periphery of a mass and usually relates to lamellar lymph node calcification.,['Peripheral calcification of lymph nodes']
HP:6001020,Knee joint effusion,"Abnormal accumulation of fluid within the knee joint or around the knee. Symptoms maye include, pain, swelling, and stiffness.",[]
HP:6001021,Subcutaneous emphysema,"Skin emphysema/Subcutaneous emphysema occurs when gas or air accumulates and seeps under the skin, where normally no gas should be present. While the presence of air in subcutaneous or mediastinal tissue is not dangerous in itself, prompt recognition of the underlying cause is essential.",['Skin emphysema']
HP:6001022,Elevated bone scintigraphy uptake,Bone scintigraph is performed with technetium 99m-labeled diphosphonates. The uptake of these radiopharmaceuticals depicts osteoblastic activity and regional blood flow to bone.,"['Bone scan (scintigraphy): abnormally increased uptake', 'Increase bone scan uptake']"
HP:6001023,Diminished long-chain-enoyl-CoA hydratase activity in cultured fibroblasts,Concentration or activity of long-chain-enoyl-CoA hydratase (EC 4.2.1.74) as measured in cultured fibroblasts is below the limits of normal.,[]
HP:6001024,Diminished acetyl-CoA C-acyltransferase activity in cultured fibroblasts,Concentration or activity of acetyl-CoA C-acyltransferase (EC 2.3.1.16) as measured in cultured fibroblasts is below the limits of normal. This enzyme catalyzes the reaction acetyl-CoA + an acyl-CoA = a 3-oxoacyl-CoA + CoA. It is also known as 3-ketoacyl-CoA thiolase and beta-ketothiolase.,['Reduced 3-ketoacyl-CoA thiolase activity in cultured fibroblasts']
HP:6001025,Pathological inclusion body,"Pathological inclusion bodies are are composed of glycogen, proteins, nucleic acids, lipids, hemosiderin, and calcium, that accumulate as metabolic by-products, catabolic products of macromolecular complexes, or in the context of cell injury.",[]
HP:6001026,Reduced epidermal collagen IV alpha 5 chain staining,Diminished or absent collagen alpha5(IV) chain staining pattern in the epidermal basement membrane.,[]
HP:6001027,Diminished glomerular basement membrane collagen IV alpha 3 chain staining,Abnormal reduction in the amount of the alpha 3 chain of collagen IV in the basement membrane of the glomeruli of the kidney.,[]
HP:6001028,Diminished glomerular basement membrane collagen IV alpha 4 chain staining,Abnormal reduction in the amount of the alpha 4 chain of collagen IV in the basement membrane of the glomeruli of the kidney.,[]
HP:6001029,Diminished glomerular basement membrane collagen IV alpha 5 chain staining,Abnormal reduction in the amount of the alpha 5 chain of collagen IV in the basement membrane of the glomeruli of the kidney.,[]
HP:6001030,obsolete Peripheral nerve metachromasia,,[]
HP:6001031,Cystine nephrolithiasis,Deposition of cystine crystals in kidney tissue. Cystine crystals display a pathognomic hexagonal shape.,[]
HP:6001032,Hepatic cystine accumulation,Accumulation of cystine in the liver.,[]
HP:6001033,Bone marrow cystine accumulation,The presence of cystine crystals in bone marrow cells as demonstrated in a fresh bone marrow aspiration sample.,[]
HP:6001034,Desmoid tumor,"Desmoid tumors are rare, locally aggressive, fibroblastic soft-tissue tumors that are characterized by infiltrative growth and tendency to recur. Desmoid tumors do not metastasize but can arise in any part of the body: extra-abdominal (appear in the head and neck, chest, extremities), and abdominal wall or intra-abdominal (originating in tissue that connects abdominal organs).","['Desmoid-type fibromatosis', 'Aggressive fibromatosis']"
HP:6001035,Tubular jejunal duplication,A segment of the jejunum that runs parallel to the normal jejunum and communicates with the jejunal lumen at one or both ends.,[]
HP:6001036,Left ventricular rupture,A full thickness tear or breakage of the myocardium of the left ventricle.,[]
HP:6001037,Punctate pontine perivascular enhancement,"Multiple punctate (speckled, patchy spot-like) and/or curvilinear areas of gadolinium enhancement distributed around blood vessels in the pons.",[]
HP:6001038,Intestinal worm,"Presence of one or more adult worms in the intestine as demonstrated by sonography or passage of a worm in the stool. On sonography, worms may appear as linear, echogenic structures within the intestines.",[]
HP:6001039,Scrotal worm,"Demonstration of one or more worms in the scrotum. This finding can be appreciated by sonography, where echogenic, linear structures could be seen moving within the scrotum.",['Filaria dance sign']
HP:6001040,Small intestinal adenoma,A small bowel tumor with adenomatous epithelium.,[]
HP:6001041,Maternal retinal mottling,Mottling (spots or blotches with different shades) of the retinal pigment epithelium in the mother of the index patient. Retinal mottling may indicate a mosaic X-linked inactivation state in the mother.,[]
HP:6001042,Twisted gallbladder pedicle,A stretched conical-shaped structure found at the gallbladder neck with several linear echoes converging towards its tip. This finding is demonstrated by sonography and can indicate gallbladder volvulus.,['Conical structure at the gallbladder neck']
HP:6001043,Cholecyst-enteric fistula,Fistula between the gallbladder and the intestine.,[]
HP:6001044,Dyschronometria,Impaired ability to accurately measure or estimate time intervals.,[]
HP:6001045,History of recent intermittent breastfeeding,"History of recently intermittent breastfeeding an infant (i.e., on and off).",[]
HP:6001046,Breast cyst,"A benign, fluid-filled sac in the breast.",[]
HP:6001047,Circumscribed,Applies to an abnormality whose distribution and appearance are well-defined and localized to a specific area.,[]
HP:6001048,Lobulated,Applies to an abnormality that displays multiple indentations and/or elevations producing an irregular surface contour.,[]
HP:6001049,Spiculated,"Applies to an abnormality with irregular, radiating, or spiky edges.",[]
HP:6001050,Whorled,Applies to an abnormality whose distribution and appearance resembles series of a concentric circles or spirals.,[]
HP:6001051,Delta brush pattern on EEG,Delta brushes are transient patterns characterised by a slow delta wave with superimposed fast activity.,[]
HP:6001052,Tibiotalar synostosis,"Fusion of the junction between the distal tibia, fibula and the talus.",[]
HP:6001053,Vertebra plana,"he term given when a vertebral body has lost almost its entire height anteriorly and posteriorly, representing a very advanced compression fracture.","['Pancake vertebra', 'Silver dollar vertebra']"
HP:6001054,Intoeing,"An abnormal gait caused by a rotational variation anywhere in the lower extremity that causes the foot to point inward, instead of pointing straight ahead or outward, when walking or running.",['Pigeon-toed']
HP:6001055,Palpable thrill on extremity,A vibration felt upon palpation of a blood vessel over an extremity.,[]
HP:6001056,Out-toeing,"The feet turn excessively outward when walking, caused by a rotational variation in the leg.","['Toeing out', 'External rotated feet', 'Duck feet']"
HP:6001057,Ankle dislocation,An abnormal separation between the talo-tibial joint.,[]
HP:6001058,Anti-neuronal intermediate filament antibody positivity,The presence of autoantibodies (immunoglobulins) in the blood circulation that react against neuronal intermediate filament.,[]
HP:6001059,Anti-DREBRIN antibody positivity,The presence of autoantibodies in the serum that react against dendritic spine scaffolding protein Drebrin.,[]
HP:6001060,Anti-lipoprotein lipase autoantibody positivity,The presence of autoantibodies (immunoglobulins) in the blood circulation that react against anti-lipoprotein lipase.,['Anti-LPL autoantibody positivity']
HP:6001061,Anti-apolipoprotein CII autoantibody positivity,The presence of autoantibodies in the blood circulation that react against apoCII.,['Anti-apoCII autoantibody positivity']
HP:6001062,Eosinophilic neuronal inclusion bodies,"The presence of intracellular inclusion bodies (aggregates of stainable substances, usually proteins) in neurons that stain with eosin, a red or pink dye.",[]
HP:6001063,Sweaty foot-like odor,A characteristic smell said to resemble the odor of dirty socks.,[]
HP:6001064,Anti-acetylcholine receptor antibody positivity,The presence of autoantibodies (immunoglobulins) in the blood circulation that react against acetylcholine receptor.,[]
HP:6001065,Hair shaft lesion,Applies to an abnormality that is located on hair shafts.,[]
HP:6001066,Prolonged use of tightly fitting footwear,History of use of tightly fitting shoes for a long period of time.,[]
HP:6001067,Triggered by high protein intake,Applies to a sign or symptom that is provoked or brought about ingestion of high quantities of protein.,['Triggered by protein-rich foods']
HP:6001068,Thickened tricuspid valve cusp,An abnormally increased thickness of a leaflet of the tricuspid valve.,[]
HP:6001069,Displaced anterior fontanelle,Abnormal shifting of the anterior fontanelle fropm its normal central position.,['Displacement of the anterior fontanelle']
HP:6001070,Subdural hygroma,Accumulation of cerebral spinal fluid in the subdural space.,[]
HP:6001071,Incus ankylosis,"Incus ankylosis refers to congenital or acquired fixation of the incus, which is associated with conductive hearing resulting from impairment of the sound-conduction mechanism (the external auditory canal, tympanic membrane, and/or middle-ear ossicles).",[]
HP:6001072,Excessive diet restriction,A tendency to reject a variety of foods and/or to eat a restricted range of foods.,[]
HP:6001073,Left ventricular apical dyskinesis,"Dyskinesis is used to describe ventricular muscle segments that bulge outside the left ventricular cavity during systole, as opposed to contracting inwards with the rest of the segments.",[]
HP:6001074,Longitudinal erythronychia,A longitudinal red band extending from the proximal nail fold or lunula to the distal nail plate.,[]
HP:6001075,Exacerbated by exposure to sunlight,Applied to a sign or symptom that is worsened by exposure to sunlight.,['Aggravated by ultraviolet radiation exposure']
HP:6001076,Exacerbated by heat,Applied to a sign or symptom that is made worse by exposure to heat (high ambient temperatures).,['Aggravated by high temperatures']
HP:6001077,Exacerbated by excessive sweating,Applied to a sign or symptom that is made worse by excessive sweating.,[]
HP:6001078,Malignant pleural effusion,"The accumulation of a significant amount of exudate in the pleural space, accompanied by the presence of malignant cells or tumour tissue.",['Malignant cells in pleural fluid']
HP:6001079,Inappropriately low urine osmolality following challenge,"In diabetes insipidus, affected individuals produce large quantities of dilute urine. In nephrogenic DI, the kidneys do not respond to vasopressin. In a water deprivation test or with administration of exogenous vasopressin, the osmolaltiy of the urine does not increase as normally.",[]
HP:6001080,Reduced urine tetrahydrocortisol plus 5-alpha-THF to tetrahydrocortisone ratio,Abnormally low ratio of tetrahydrocortisol (THF) plus 5-alpha-THF to tetrahydrocortisone (THE).,[]
HP:6001081,"Elevated urinary 2,4-dihydroxyglutarate level","The amount of 2,4-dihydroxyglutarate in the urine, normalized for urine concentration, is above the upper limit of normal.",[]
HP:6001082,Abnormal urine D-xylose test,An abnormal result of the xylose absorption test that is used to assess the ability of the intestines to absorb D-xylose. D-xylose is a five-carbon monosaccharide found in some plants. The patient drinks a solution containing a specific amount of D-xylose and the concentration of xylose is measured in the blood circulation and then in the urine. A low amount of D-xylose indicates reduced small intestinal absorbtion.,[]
HP:6001083,Cerebral hemisphere mass lesion,An abnormal growth or accumulation of tissue in a hemisphere of the cerebrum. Typically a mass is an initial finding that will lead to additional workup.,[]
HP:6001084,T2-hyperintense putaminal rim,Increased signal on T2 magnetic resonance imaging characterized by a linear region of high signal surrounding the lateral aspect of the putamen at 1.5 Tesla.,[]
HP:6001085,Posterior fossa mass lesion,"An abnormal growth or accumulation of tissue in the posterior fossa, affecting the cerebellum or fourth ventricle. Typically a mass is an initial finding that will lead to additional workup.",[]
HP:6001086,Irregular RR interval,Abnormal increased variability in the timing between consecutive R-waves on an electrocardiogram.,[]
HP:6001087,Irregular P-P interval,Abnormally increased variability in the timing between consecutive P-waves on an electrocardiogram.,[]
HP:6001088,Fungal hair infection,Demonstration of fungi growing on hair by a method such as microscopy of hairs mounted on slides with 10% potassium hydroxide.,['Fungal infection of hair']
HP:6001089,Long hairstyle,"A past medical history of having long, full hair.",[]
HP:6001090,Conjunctival subepithelial fibrosis,"fine white linear scars under intact conjunctival epithelium. This scarring appears in areas of previous conjunctival ulceration or pseudomembrane formation, weeks to months after the insult is healed.",[]
HP:6001091,Conjunctival fornix foreshortening,"Abnormal reduction in depth of the fornix of the conjunctiva. The fornix is the area where the conjunctiva folds back upon itself, thereby creating a recessed space.",[]
HP:6001092,Strong ultraviolet light exposure,"History of exposure to ultraviolet light, such as may be encountered with outdoor activities, living near equator, radiation.",[]
HP:6001093,Exposure to vaginal douching,A history of intravaginal cleansing with a liquid solution for personal hygiene or aesthetic reasons.,[]
HP:6001094,Exposure to oily lotions or creams,A history of applying oily lotions or creams to the skin.,[]
HP:6001095,Elevated circulating pristanic acid concentration following branched-chain fatty acid ingestion,"Concentration of pristanic acid in the blood circulation above the upper limit of normal. This finding can be observed in Zellweger syndrome. Note that branched-chain fatty acid accumulation depends on dietary intake of phytanic acid, which is minimal in formula- and breast-fed infants. Thus, phytanic and pristanic acid levels are normal in a neonate with Zellweger spectrum disorder.",[]
HP:6001096,Decreased CD4+ T cell ZAP-70 protein expression,Reduction in the level of ZAP-70 protein CD4-positive T cells.,['Decreased T-cell ZAP-70 protein expression in CD4-positive T cells']
HP:6001097,Dorsal flexion contracture of the ankle,A type of contracture in which the dorsal flexion muscles of the ankle are contracted.,['Dorsiflexion contracture of the ankle']
HP:6001098,Metaphyseal undermodelling,Lack of the normal diaphyseal constriction (thinning of long bones toward the midshaft area) giving the submetaphyseal areas an abnormally wide appearance.,"['Undermodelled metaphyses', 'Metaphyseal modeling defect']"
HP:6001099,Iliac vein compression,Compression of the common iliac vein against the spine by the contralateral common iliac artery.,[]
HP:6001100,Positive serum amyloid P scintigraphy,Detection of abnormal amyloid deposits in the body by 123I-labeled serum amyloid P component (SAP) scintigraphy.,['Positive SAP scan']
HP:6001101,crossed brainstem sign,"Motor and/or sensory cranial nerve findings ipsilateral to the lesion, and at the same time motor and/or sensory findings on the contralateral side of the body.",[]
HP:6001102,Inability to puff cheeks,Reduced ability to inflate the cheeks by blowing air into them while keeping the lips closed.,[]
HP:6001103,Entoptic phenomenon,"Visual sensations caused by changes within the eye itself, rather than by the normal light stimulation process. Entoptic phenomena are classified in the syndrome as floaters, blue field entoptic phenomenon, photopsia and self-light of the eye.",['Entoptic phenomenona']
HP:6001104,Abnormal vestibulo-spinal reflex,"An abnormality of the vestibulospinal (VS) reflexes, which contribute to the control of postural orientation. In this task, they continuously collaborate with reflexes elicited by stimulation of visual and somatosensory receptors. Labyrinthine receptors are sensitive to modifications (i) of the head position with respect to the earth vertical or (ii) of the angular/linear velocity of head motion in space. This information can be used to monitor deviations from the maintained body position.",[]
HP:6001105,Positive probe-to-bone test,"An abnormal result of the probe-to-bone (PTB) test. The PTB test is performed by inserting a sterile, metal surgical probe into the ulcer and is positive if a hard, gritty surface is felt inside. For large wounds, this may require gentle exploration of the wound with the probe.",['Abnormal probe-to-bone test']
HP:6001106,Exposure to repetitive hand impact,"A history of exposure to repetitive impact on palm or hand, such as working with a jackhammer.",['Use of vibratory tools']
HP:6001107,Fractured scaphoid bone,A partial or complete breakage of the scaphoid bone.,"['Scaphoid fracture', 'Scaphoid bone fracture']"
HP:6001108,Local anesthetic ineffectiveness,"Resistance to the effects of local anaesthesia, with delayed onset or failure of local anesthetics to incude numbness or relieve pain.",[]
HP:6001109,Palmoplantar location,Applied to lesions whose distribution is confined or restricted to the palms of the hands and soles of the feet.,[]
HP:6001110,Oral mucosa plaque,"A raised, flat-topped lesion with a diameter of one centimeter or more that is located in the mucosa of the mouth.",[]
HP:6001111,Positive saliva rabies nucleic acid test,Detection of rabies nucleic acid in saliva by a method such as polymerase chain reaction.,[]
HP:6001112,Elevated tissue arylsulfatase A activity,Activity of arylsulfatase A (EC 3.1.6.8) above the upper limit of normal. The activity can be measured in multiple tissues including culutured fibroblasts and leukocytes or in the blood circulation.,[]
HP:0100303,Muscle fiber cytoplasmatic inclusion bodies,"The presence of inclusion bodies within the cytoplasm of muscle cells. Inclusion bodies are aggregates (deposits) or stainable material, usually misfolded proteins.","['Muscle fibre cytoplasmic bodies', 'Muscle fiber cytoplasmic bodies', 'Muscle fibre cytoplasmatic inclusion bodies']"
HP:0100304,Muscle fiber intranuclear inclusion bodies,"The presence of inclusion bodies within the nucleus of muscle cells. Inclusion bodies are aggregates (deposits) or stainable material, usually misfolded proteins.",['Muscle fibre intranuclear inclusion bodies']
HP:0100305,Ring fibers,Ring fibers are formed by a bundle of peripheral myofibrils which are circumferentially oriented such that they encircle the internal portion of the sarcoplasm which is normal in structure and orientation.,['Ring fibres']
HP:0100306,Muscle fiber hyaline bodies,"Subsarcolemmal, eosinophilic glass-like regions in the cytoplasm of muscle fibers. Hyaline bodies show significant reactivity to myofibrillar ATPase after acid pre-incubation and with immunohistochemistry, show intense reactivity with only slow myosin heavy chain. Electron microscopy of the affected areas show a lack of myofibrils and a uniform, finely granular matrix, sometimes suggesting a filamentous nature, containing few scattered nuclei and mitochondria.",['Muscle fibre hyaline bodies']
HP:0100307,Cerebellar hemisphere hypoplasia,,[]
HP:0100308,Cerebral cortical hemiatrophy,"Atrophy of one side of the brain, characterized by findings including thinning of the cerebral cortex, reduced volume of the cerebral white matter with abnormal myelination, and enlargement of the ispilateral fourth ventricle.",[]
HP:0100309,Subdural hemorrhage,Hemorrhage occurring between the dura mater and the arachnoid mater.,"['Subdural hematoma', 'Subdural haematoma', 'Subdural haemorrhage']"
HP:0100310,Epidural hemorrhage,Hemorrhage occurring between the dura mater and the skull.,"['Extradural hematoma', 'Epidural haematoma', 'Epidural haemorrhage', 'Epidural hematoma', 'Extradural haematoma']"
HP:0100311,Cerebral ventricular adhesions,Bands of scar-like tissue that have formed within a cerebral ventricle.,[]
HP:0100312,Cerebral germinoma,The presence of a germ cell tumor of the cerebrum.,[]
HP:0100313,Cerebral granulomatosis,"Cerebral inflammation involving a granulomatous response, i.e., a non-specific inflammatory response involving granulomas, defined as a compact organized collection of mature mononuclear phagocytes including epithelioid and giant cells.",[]
HP:0100314,Cerebral inclusion bodies,Nuclear or cytoplasmic aggregates of stainable substances within cells of the brain.,[]
HP:0100315,Lewy bodies,,['Lewy body disease']
HP:0100316,Hirano bodies,Intracellular aggregates of actin and actin-associated proteins within nerve cells.,[]
HP:0100317,Argyrophilic inclusion bodies,Presence of abundant argyrophilic grains and coiled bodies on microscopic examination of brain tissue.,"['Pick inclusion bodies', 'Agyrophilic inclusion bodies']"
HP:0100318,Lafora bodies,An intraneuronal inclusion body composed of acid mucopolysaccharides.,[]
HP:0100319,Cerebral hyaline bodies,"Cerebral eosinophilic, discrete, intracytoplasmatic inclusions of unknown significance.",['Cerebral colloid bodies']
HP:0100320,Rosenthal fibers,"Thick, elongated, worm-like or corkscrew eosinophilic bundle that are found on H&E staining of the brain in the presence of long standing gliosis, occasional tumors, and some metabolic disorders.",['Rosenthal fibres']
HP:0100321,Abnormal dentate nucleus morphology,An abnormality of the dentate nucleus.,['Abnormality of the dentate nucleus']
HP:0100322,Aplasia of the pyramidal tract,,['Absent pyramidal tract']
HP:0100323,Juvenile aseptic necrosis,"Juvenile aseptic necrosis comprises a group of orthopedic diseases characterized by interruption of the blood supply of a bone, followed by localized bony necrosis most often of the epiphyses of bones of children or teenagers.",['Aseptic epiphyseal necrosis']
HP:0100324,Scleroderma,A chronic autoimmune phenomenon characterized by fibrosis (or hardening) and vascular alterations of the skin.,"['Pseudoscleroderma', 'Progressive systemic scleroderma']"
HP:0100326,Immunologic hypersensitivity,Immunological states where the immune system produces harmful responses upon reexposure to sensitizing antigens.,[]
HP:0100327,Cow milk allergy,Hypersensitivity in form of an adverse immune reaction against cow milk protein.,"['Immunoglobulin E-mediated cow milk allergy', 'Milk allergy', 'Cow milk allergy', 'IgE-mediated cow milk allergy']"
HP:0100328,Carpometacarpal synostosis,Fusion involving carpal and metacarpal bones.,['Fused wrist bones and long bones of hand']
HP:0100329,Tarsometatarsal synostosis,,['Fused bones of the midfoot']
HP:0100333,Unilateral cleft lip,A non-midline cleft of the upper lip on one side only.,"['Unilateral cheiloschisis', 'One sided cleft upper lip', 'Unilateral cleft upper lip']"
HP:0100334,Unilateral cleft palate,,"['Unilateral palatoschisis', 'One sided cleft palate']"
HP:0100335,Non-midline cleft of the upper lip,Clefting (gap or groove) of the upper lip affecting the lateral portions of the upper lip rather than the midline/median region.,"['Non-midline cleft of the upper lip', 'Paramedian cleft of the upper lip']"
HP:0100336,Bilateral cleft lip,A non-midline cleft of the upper lip on the left and right sides.,"['Bilateral cheiloschisis', 'Both sided cleft lip', 'Right and left cleft lip']"
HP:0100337,Bilateral cleft palate,Nonmidline cleft palate on the left and right sides.,"['Bilateral palatoschisis', 'Right and left cleft palate']"
HP:0100338,Non-midline cleft palate,,['Paramedian cleft palate']
HP:0100339,Abnormality of the os naviculare pedis,,[]
HP:0100340,Fibular deviation of the 4th toe,,[]
HP:0100341,Tibial deviation of the 4th toe,,[]
HP:0100342,Fibular deviation of the 3rd toe,,[]
HP:0100343,Tibial deviation of the 3rd toe,,[]
HP:0100344,Fibular deviation of the 2nd toe,,[]
HP:0100345,Tibial deviation of the 2nd toe,,[]
HP:0100346,Fibular deviation of the 5th toe,,[]
HP:0100347,Tibial deviation of the 5th toe,,[]
HP:0100348,Contracture of the proximal interphalangeal joint of the 2nd toe,The proximal interphalangeal joint of the 2nd toe cannot be straightened actively or passively.,"['Camptodactyly of the 2nd toe', 'Camptodactyly of the second toe']"
HP:0100349,Contracture of the proximal interphalangeal joint of the 3rd toe,The proximal interphalangeal joint of the 3rd toe cannot be straightened actively or passively.,['Camptodactyly of the 3rd toe']
HP:0100350,Contracture of the proximal interphalangeal joint of the 4th toe,The proximal interphalangeal joint of the 4th toe cannot be straightened actively or passively.,"['Camptodactyly of the fourth toe', 'Contracture of the innermost hinge joint of the 4th toe', 'Camptodactyly of the 4th toe']"
HP:0100351,Contractures of the proximal interphalangeal joint of the 5th toe,The proximal interphalangeal joint of the fifth toe cannot be straightened actively or passively.,"['Camptodactyly of the 5th toe', 'Camptodactyly of the fifth toe']"
HP:0100352,Contracture of the distal interphalangeal joint of the 2nd toe,The distal interphalangeal joint of the 2nd toe cannot be straightened actively or passively.,['Contracture of the distal interphalangeal joint of the second toe']
HP:0100353,Contracture of the distal interphalangeal joint of the 3rd toe,The distal interphalangeal joint of the 3rd toe cannot be straightened actively or passively.,[]
HP:0100354,Contracture of the distal interphalangeal joint of the 4th toe,The distal interphalangeal joint of the 4th toe cannot be straightened actively or passively.,[]
HP:0100355,Contractures of the distal interphalangeal joint of the 5th toe,The distal interphalangeal joint of the 5th toe cannot be straightened actively or passively.,['Contracture of the outermost hinge joint of the 5th toe']
HP:0100356,Contracture of the metatarsophalangeal joint of the 2nd toe,The joint between the second metatarsal and the proximal phalanx of the 2nd toe cannot be straightened actively or passively.,[]
HP:0100357,Contracture of the metatarsophalangeal joint of the 3rd toe,The joint between the third metatarsal and the proximal phalanx of the third toe cannot be straightened actively or passively.,[]
HP:0100358,Contracture of the metatarsophalangeal joint of the 4th toe,The joint between the fourth metatarsal and the proximal phalanx of the fourth toe cannot be straightened actively or passively.,[]
HP:0100359,Contracture of the metatarsophalangeal joint of the 5th toe,The joint between the fifth metatarsal and the proximal phalanx of the fifth toe cannot be straightened actively or passively.,[]
HP:0100360,Upper-limb joint contracture,"A limitation in the passive range of motion of a joint of the upper limb resulting from loss of elasticity in the periarticular tissues owing to structural changes of non-bony tissues, such as muscles, tendons, ligaments, joint capsules or skin.",['Contractures of the joints of the upper limbs']
HP:0100362,Aplasia of the phalanges of the 3rd toe,,['Absent digital bone of the 3rd toe']
HP:0100363,Aplasia of the phalanges of the 4th toe,,['Absent bones of the 4th toe']
HP:0100364,Aplasia of the phalanges of the 5th toe,,"['Absent little toe bones', 'Absent pinkie toe bones', 'Absent pinky toe bones']"
HP:0100366,Short phalanx of the 3rd toe,Developmental hypoplasia of the phalanx of third toe.,"['Short 3rd toe bone', 'Short phalanx of the third toe', 'Hypoplastic/small phalanges of the 3rd toe']"
HP:0100367,Short phalanx of the 4th toe,Developmental hypoplasia of one or more phalanx of fourth toe.,"['Short phalanx of the fourth toe', 'Short 4th toe bone', 'Hypoplastic/small phalanges of the 4th toe']"
HP:0100368,Short phalanx of the 5th toe,Developmental hypoplasia of one or more phalanx of little toe.,"['Short pinkie toe bone', 'Short pinky toe bone', 'Short little toe bone', 'Short phalanx of the fifth toe', 'Hypoplastic/small phalanges of the 5th toe']"
HP:0100369,Aplasia/Hypoplasia of the distal phalanx of the 3rd toe,,"['Absent/small outermost 3rd toe bone', 'Absent/underdeveloped outermost 3rd toe bone']"
HP:0100370,Aplasia/Hypoplasia of the distal phalanx of the 4th toe,,"['Absent/small outermost bone of 4th toe', 'Absent/underdeveloped outermost bone of 4th toe']"
HP:0100371,Aplasia/Hypoplasia of the distal phalanx of the 5th toe,,"['Absent/small outermost little toe bone', 'Absent/underdeveloped outermost pinky toe bone', 'Absent/small outermost pinkie toe bone', 'Absent/small outermost pinky toe bone']"
HP:0100372,Aplasia/Hypoplasia of the middle phalanx of the 3rd toe,,"['Absent/small middle 3rd toe bone', 'Absent/underdeveloped middle 3rd toe bone']"
HP:0100373,Aplasia/Hypoplasia of the middle phalanx of the 4th toe,,"['Absent/small middle bone of the 4th toe', 'Absent/underdeveloped middle bone of the 4th toe']"
HP:0500138,Hyperserinemia,An increased amount of serine in the blood.,"['High blood serine levels', 'Elevated circulating serine levels', 'Increased serine blood concentration']"
HP:0500139,Hypoprolinemia,A decreased amount of proline in the blood.,"['Decreased blood proline levels', 'Low blood proline concentration']"
HP:0500140,Decreased circulating hydroxyproline concentration,A decreased amount of hydroxyproline in the blood.,"['Low level of hydroxyproline in the blood', 'Decreased hydroxyproline in the blood']"
HP:0500141,Hypophenylalaninemia,A decreased amount of phenylalanine in the blood.,"['Low blood phenylalanine', 'Decreased blood phenylalanine']"
HP:0500142,Hypolysinemia,A decreased amount of lysine in the blood.,"['Decreased blood lysine', 'Low blood lysine levels']"
HP:0500143,Hypoleucinemia,Decreased amount of leucine in the blood.,"['Decreased blood concentration of leucine', 'Low blood leucine levels']"
HP:0500144,Hypoisoleucinemia,A decreased amount of isoleucine in the blood.,"['Low blood isoleucine levels', 'Decreased blood isoleucine concentration']"
HP:0500145,Hypohistidinemia,A decreased amount of histidine in the blood.,"['Low blood histidine levels', 'Decreased blood histidine concentration']"
HP:0500147,Hypoglutaminemia,Decreased amount of glutamine in the blood.,"['Low blood glutamine level', 'Decreased blood glutamine concentration']"
